tweet_clean,Tweet,sentiment,sentiment_scores,neg,neu,pos,compound
"['muslims', 'new', 'york', 'took', 'streets', 'times', 'square', 'perform', 'taraweeh', 'prayers', 'pubic', 'showcase', 'beauty', 'islam', 'strength', 'ummah', 'holy', 'month', 'ramadan', '', '', 'adhan', 'quran', 'chants', 'allahu', 'akbar', 'projected', 'loudspeakers']",muslims new york took streets times square perform taraweeh prayers pubic showcase beauty islam strength ummah holy month ramadan adhan quran chants allahu akbar projected loudspeakers,positive,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7906}",0.0,0.774,0.226,0.7906
"['muslims', 'observe', 'ramadan', 'windsor', 'castle', 'england', 'guess', 'crusades', 'nothing', '']",muslims observe ramadan windsor castle england guess crusades nothing,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['muslims', 'send', 'ramadan', 'greetings', 'germany', 'mannheim', 'car', 'jihad', 'black', 'bmw', 'driver', 'drove', 'parade', 'one', 'dead', 'someone', 'drove', 'car-free', 'area', 'city', 'used', 'tram', 'pedestrians', 'committed', 'act', 'terrorism']",muslims send ramadan greetings germany mannheim car jihad black bmw driver drove parade one dead someone drove car-free area city used tram pedestrians committed act terrorism,negative,"{'neg': 0.249, 'neu': 0.615, 'pos': 0.137, 'compound': -0.7184}",0.249,0.615,0.137,-0.7184
"['muslims', 'spend', 'ramadan']",muslims spend ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['muslims', 'us', 'gathered', 'pray', 'war', 'crisis-affected', 'countries', 'new', 'york s', 'times', 'square', 'second', 'day', 'islamic', 'holy', 'month', 'ramadan']",muslims us gathered pray war crisis-affected countries new york s times square second day islamic holy month ramadan,negative,"{'neg': 0.176, 'neu': 0.721, 'pos': 0.104, 'compound': -0.3818}",0.176,0.721,0.104,-0.3818
"['name', 'god', 'amazing', 'gaza', 'ramadan']",name god amazing gaza ramadan,positive,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.7096}",0.0,0.337,0.663,0.7096
"['name', 'ibrahim', 'ramadan', 'age', 'school', 'kamukunji', 'high', 'status', 'last', 'night', 'pm', 'majengo', 'nairobi', 'shot', 'dead', 'police', 'coming', 'mosque', 'night', 'prayers', 'police', 'warned', 'storm', 'coming', 'time', 'unstoppable', 'retweet', 'widely']",name ibrahim ramadan age school kamukunji high status last night pm majengo nairobi shot dead police coming mosque night prayers police warned storm coming time unstoppable retweet widely,negative,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.802}",0.247,0.753,0.0,-0.802
"['nd', 'day', 'ramadan', '']",nd day ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['need', 'ramadan', 'let', 'make', 'wish', 'come', 'true']",need ramadan let make wish come true,positive,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.6705}",0.0,0.476,0.524,0.6705
"['never', 'forget', 'people', 'told', 'genocide', 'ramadan', 'gaza']",never forget people told genocide ramadan gaza,positive,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.1695}",0.0,0.783,0.217,0.1695
"['new', 'muslims', 'observing', 'ramadan', 'windsor', 'castle', 'england']",new muslims observing ramadan windsor castle england,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['new', 'president', 'trump', 'releases', 'message', 'ramadan', 'millions', 'muslim', 'americans', 'begin', 'ramadan', 'observances', 'administration', 'recommits', 'upholding', 'religious', 'liberty', 'integral', 'part', 'american', 'way', 'life']",new president trump releases message ramadan millions muslim americans begin ramadan observances administration recommits upholding religious liberty integral part american way life,positive,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.5267}",0.0,0.861,0.139,0.5267
"['news', '', 'ramadan', 'crescent', 'sighted', '', 'saudi', 'arabia', 'st', 'ramadan', 'st', 'march']",news ramadan crescent sighted saudi arabia st ramadan st march,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['next', 'ramadan', 'living', 'duas', 'making', 'ramadan', 'insha allah']",next ramadan living duas making ramadan insha allah,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['next', 'ramadan', 'us', 'living', 'prayers', 'made', 'ramadan', 'insha allah']",next ramadan us living prayers made ramadan insha allah,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['non', 'muslims', 'might', 'think', 'ramadan', 'hard', 'us', 'muslims', 'little', 'know', 'favorite', 'time', 'year']",non muslims might think ramadan hard us muslims little know favorite time year,positive,"{'neg': 0.093, 'neu': 0.727, 'pos': 0.18, 'compound': 0.323}",0.093,0.727,0.18,0.323
"['non', 'muslims', 'think', 'ramadan', 'hard', 'time', 'us', 'know', 'actually', 'favourite', 'time', 'whole', 'year']",non muslims think ramadan hard time us know actually favourite time whole year,negative,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}",0.104,0.896,0.0,-0.1027
"['non-muslims', 'thought', 'muslims', 'superhuman', 'realized', 'fasting', 'sunrise', 'sunset', 'started', 'calling', 'skipping', 'lunch', 'pathetic', 'favorite', 'trend', 'post', 'pork', 'caption', 'ramadan', 'muslims', 'hate', 'seeing', 'pork']",non-muslims thought muslims superhuman realized fasting sunrise sunset started calling skipping lunch pathetic favorite trend post pork caption ramadan muslims hate seeing pork,negative,"{'neg': 0.243, 'neu': 0.658, 'pos': 0.099, 'compound': -0.6597}",0.243,0.658,0.099,-0.6597
"['normal', 'sleeping', 'schedule', 'ramadan', 'harder', 'fasting']",normal sleeping schedule ramadan harder fasting,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['northern', 'muslims', 'idiots', 'omoyele', 'sowore', 'got', 'facts', 'wrong', 'school', 'closures', 'saudi', 'arabia', 'mr', 'omoyele', 'sowore s', 'claim', 'president', 'nigerian', 'state', 'could', 'temporarily', 'shut', 'schools', 'ramadan', 'clear', 'indication', 'uneducated']",northern muslims idiots omoyele sowore got facts wrong school closures saudi arabia mr omoyele sowore s claim president nigerian state could temporarily shut schools ramadan clear indication uneducated,negative,"{'neg': 0.098, 'neu': 0.82, 'pos': 0.082, 'compound': -0.128}",0.098,0.82,0.082,-0.128
"['northernmost', 'mosque', 'world', 'taraweeh', 'prayed', 'ramadan', 'nord', 'kamal', 'mosque', 'norilsk', 'russia']",northernmost mosque world taraweeh prayed ramadan nord kamal mosque norilsk russia,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['nothing', 'says', 'ramadan', 'praying', 'outside', 'across', 'street', 'shoppers', 'drug', 'mart', 'shoutout', 'several', 'officers', 'walking', 'perimeter', 'ensure', 'jews', 'canadians', 'object', 'outdoor', 'prayers']",nothing says ramadan praying outside across street shoppers drug mart shoutout several officers walking perimeter ensure jews canadians object outdoor prayers,positive,"{'neg': 0.089, 'neu': 0.801, 'pos': 0.11, 'compound': 0.1255}",0.089,0.801,0.11,0.1255
"['noussair', 'mazraoui', 'allowed', 'break', 'ramadan', 'fast', 'man', 'united s', 'fa', 'cup', 'match', 'fulham', '']",noussair mazraoui allowed break ramadan fast man united s fa cup match fulham,positive,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.0,0.811,0.189,0.4215
"['noussair', 'mazraoui', 'allowed', 'take', 'moment', 'break', 'fast', 'ramadan', 'game', 'fulham']",noussair mazraoui allowed take moment break fast ramadan game fulham,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['noussair', 'mazraoui', 'performance', 'put', 'arsenal', 'whilst', 'fasting', 'month', 'ramadan']",noussair mazraoui performance put arsenal whilst fasting month ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['', 'noussair', 'mazraoui', 'takes', 'moment', 'break', 'fast', 'stoppage', 'play', 'fulham', 'spiritual', 'ramadan', 'moment', 'old', 'trafford', 'lights']",noussair mazraoui takes moment break fast stoppage play fulham spiritual ramadan moment old trafford lights,positive,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.0,0.854,0.146,0.34
"['nurture', 'faith', 'weaken', 'leave', 'grappling', 'doubt', 'sat', 'jump', 'slightest', 'chance', 'create', 'havoc', 'mind', 'protect', 'heart', 'hardens', 'better', 'time', 'ramadan']",nurture faith weaken leave grappling doubt sat jump slightest chance create havoc mind protect heart hardens better time ramadan,positive,"{'neg': 0.278, 'neu': 0.214, 'pos': 0.508, 'compound': 0.8225}",0.278,0.214,0.508,0.8225
"['nyc', 'submit', 'islamic', 'supremacist', 'seize', 'control', 'times', 'square', 'ramadan', 'third', 'year', 'row', 'one', 'america', 'famous', 'landmarks', 'surrendered', 'massive', 'islamic', 'display', 'dominance', 'islamic', 'leaders', 'promote', 'multiculturalism', 'muslim']",nyc submit islamic supremacist seize control times square ramadan third year row one america famous landmarks surrendered massive islamic display dominance islamic leaders promote multiculturalism muslim,positive,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5994}",0.0,0.796,0.204,0.5994
"['oh', 'allah', 'let', 'us', 'leave', 'ramadan', 'without', 'sins', 'forgiven', 'ameen']",oh allah let us leave ramadan without sins forgiven ameen,positive,"{'neg': 0.263, 'neu': 0.544, 'pos': 0.193, 'compound': 0.0248}",0.263,0.544,0.193,0.0248
"['oh', 'ramadan', 'come', 'forth', 'hearts', 'ill']",oh ramadan come forth hearts ill,positive,"{'neg': 0.252, 'neu': 0.36, 'pos': 0.387, 'compound': 0.3612}",0.252,0.36,0.387,0.3612
"['omar', 'suleiman', 'ramadan', 'series', 'barzakh', 'beyond', 'comforting', 'unsettling', 'good', 'way', 'learned', 'much', 'like', 'fact', 'loved', 'ones', 'barzakh', 'watching', 'us', 'see', 'good', 'bad', 'bad', 'make', 'dua', 'us']",omar suleiman ramadan series barzakh beyond comforting unsettling good way learned much like fact loved ones barzakh watching us see good bad bad make dua us,positive,"{'neg': 0.171, 'neu': 0.465, 'pos': 0.364, 'compound': 0.7845}",0.171,0.465,0.364,0.7845
"['omar', 'suleiman', 'remains', 'one', 'significant', 'influential', 'scholars', 'contemporary', 'history', 'unwavering', 'devotion', 'palestinian', 'cause', 'various', 'sermons', 'ramadan', 'series', '', 'may', 'allah', 'increase', 'taqwa']",omar suleiman remains one significant influential scholars contemporary history unwavering devotion palestinian cause various sermons ramadan series may allah increase taqwa,positive,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.8402}",0.0,0.63,0.37,0.8402
"['ondo', 'businessman', 'shot', 'dead', 'ramadan', 'prayer', 'ore', 'sahara', 'reporters']",ondo businessman shot dead ramadan prayer ore sahara reporters,negative,"{'neg': 0.35, 'neu': 0.65, 'pos': 0.0, 'compound': -0.6486}",0.35,0.65,0.0,-0.6486
"['orthodox', 'christians', 'literally', 'fast', 'meat', 'fish', 'alcohol', 'sexual', 'relations', 'days', 'great', 'lent', 'truly', 'abstaining', 'fasting', 'x', 'harder', 'ramadan', 'muslims', 'literally', 'gourge', 'abundance', 'noon', 'remove', 'ignorance']",orthodox christians literally fast meat fish alcohol sexual relations days great lent truly abstaining fasting x harder ramadan muslims literally gourge abundance noon remove ignorance,positive,"{'neg': 0.079, 'neu': 0.698, 'pos': 0.222, 'compound': 0.6705}",0.079,0.698,0.222,0.6705
"['ozain', 'ramadan', 'skit', 'funniest', 'watch', 'today']",ozain ramadan skit funniest watch today,positive,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.5574}",0.0,0.581,0.419,0.5574
"['packed', 'mataaf', 'first', 'friday', 'ramadan']",packed mataaf first friday ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['pak', 'hindu', 'restaurant', 'owner', 'arrested', 'opening', 'restaurant', 'ramadan', 'daytime', 'islamist', 'festivals', 'nightmare', 'minorities']",pak hindu restaurant owner arrested opening restaurant ramadan daytime islamist festivals nightmare minorities,negative,"{'neg': 0.187, 'neu': 0.663, 'pos': 0.151, 'compound': -0.1531}",0.187,0.663,0.151,-0.1531
"['pakistan', 'ramadan', 'spain']",pakistan ramadan spain,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['palestinian', 'boy', 'reads', 'koran', 'outside', 'al-omari', 'mosque', 'gaza', 'city', 'first', 'day', 'muslim', 'holy', 'fasting', 'month', 'ramadan', 'march', 'photo']",palestinian boy reads koran outside al-omari mosque gaza city first day muslim holy fasting month ramadan march photo,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['', 'palestinian', 'children', 'sing', 'parade', 'streets', 'jabalia', 'camp', 'celebration', 'ramadan']",palestinian children sing parade streets jabalia camp celebration ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['palestinian', 'detainees', 'observe', 'yet', 'another', 'ramadan', 'behind', 'prison', 'bars', 'deprived', 'food', 'water', 'mattresses', 'clothing', 'endure', 'starvation', 'severe', 'torture', 'isolation', 'israeli', 'jails', 'since', 'october', 'least', 'palestinians', 'died', 'israeli', 'detention', 'due']",palestinian detainees observe yet another ramadan behind prison bars deprived food water mattresses clothing endure starvation severe torture isolation israeli jails since october least palestinians died israeli detention due,negative,"{'neg': 0.497, 'neu': 0.503, 'pos': 0.0, 'compound': -0.967}",0.497,0.503,0.0,-0.967
"['palestinian', 'family', 'beit', 'lahia', 'northern', 'gaza', 'breaks', 'ramadan', 'iftar', 'amidst', 'ruins', 'suffering']",palestinian family beit lahia northern gaza breaks ramadan iftar amidst ruins suffering,negative,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.7184}",0.375,0.625,0.0,-0.7184
"['palestinian', 'family', 'breaks', 'fast', 'first', 'day', 'ramadan', 'gaza', 'strip', 'amid', 'rubble', 'destroyed', 'home']",palestinian family breaks fast first day ramadan gaza strip amid rubble destroyed home,negative,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}",0.211,0.789,0.0,-0.4939
"['', 'palestinian', 'family', 'decorates', 'tent', 'next', 'destroyed', 'home', 'rafah', 'celebration', 'ramadan']",palestinian family decorates tent next destroyed home rafah celebration ramadan,negative,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.4939}",0.262,0.738,0.0,-0.4939
"['palestinian', 'family', 'gaza', 'prepares', 'iftar', 'rubble', 'home', 'destroyed', 'israel', 'forces', 'ramadan']",palestinian family gaza prepares iftar rubble home destroyed israel forces ramadan,negative,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.4939}",0.242,0.758,0.0,-0.4939
"['', 'palestinian', 'gaza', 'reuses', 'cardboard', 'aid', 'box', 'make', 'ramadan', 'lights']",palestinian gaza reuses cardboard aid box make ramadan lights,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['', 'palestinian', 'girl', 'makes', 'ramadan', 'decorations', 'among', 'remains', 'home']",palestinian girl makes ramadan decorations among remains home,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['palestinian', 'girl', 'makes', 'ramadan', 'decorations', 'among', 'remains', 'home', 'gazans', 'love', 'life', 'whenever', 'find', 'way']",palestinian girl makes ramadan decorations among remains home gazans love life whenever find way,positive,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}",0.0,0.756,0.244,0.6369
"['palestinian', 'girl', 'makes', 'ramadan', 'decorations', 'among', 'remains', 'home', 'gazans', 'love', 'life', 'whenever', 'find', 'way', '', '', 'palestinian', 'wonderful', 'people', 'earth']",palestinian girl makes ramadan decorations among remains home gazans love life whenever find way palestinian wonderful people earth,positive,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.836}",0.0,0.669,0.331,0.836
"['palestinian', 'influencer', 'aman', 'al-kahlout', 'restores', 'part', 'home', 'destroyed', 'israeli', 'occupation', 'creates', 'joyful', 'atmosphere', 'ramadan']",palestinian influencer aman al-kahlout restores part home destroyed israeli occupation creates joyful atmosphere ramadan,positive,"{'neg': 0.15, 'neu': 0.467, 'pos': 0.383, 'compound': 0.6124}",0.15,0.467,0.383,0.6124
"['', 'palestinian', 'makes', 'ramadan', 'decorations', 'using', 'simple', 'materials']",palestinian makes ramadan decorations using simple materials,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['palestinian', 'muslim', 'worshipers', 'wait', 'israeli', 'military', 'checkpoint', 'qalandia', 'way', 'al-aqsa', 'mosque', 'prayers', 'first', 'friday', 'ramadan', 'israeli', 'occupation', 'authorities', 'announced', 'men', 'women', 'west', 'bank', 'would', 'allowed']",palestinian muslim worshipers wait israeli military checkpoint qalandia way al-aqsa mosque prayers first friday ramadan israeli occupation authorities announced men women west bank would allowed,positive,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}",0.0,0.927,0.073,0.2263
"['', 'palestinian', 'shows', 'skill', 'firework', 'performance', 'celebrate', 'ramadan']",palestinian shows skill firework performance celebrate ramadan,positive,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.0,0.619,0.381,0.5719
"['palestinian', 'young', 'man', 'gaza', 'makes', 'ramadan', 'decorations', 'using', 'simple', 'materials']",palestinian young man gaza makes ramadan decorations using simple materials,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['palestinians', 'celebrate', 'arrival', 'blessed', 'month', 'ramadan', 'gaza', 'despite', 'destruction', 'caused', 'israel', 'continue', 'celebrate', 'cherish', 'every', 'aspect', 'life']",palestinians celebrate arrival blessed month ramadan gaza despite destruction caused israel continue celebrate cherish every aspect life,positive,"{'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.9509}",0.0,0.415,0.585,0.9509
"['palestinians', 'celebrate', 'upcoming', 'ramadan', 'gaza', '']",palestinians celebrate upcoming ramadan gaza,positive,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.0,0.519,0.481,0.5719
"['palestinians', 'decorate', 'streets', 'destroyed', 'homes', 'gaza', 'bring', 'back', 'joy', 'ahead', 'ramadan']",palestinians decorate streets destroyed homes gaza bring back joy ahead ramadan,positive,"{'neg': 0.2, 'neu': 0.562, 'pos': 0.237, 'compound': 0.1531}",0.2,0.562,0.237,0.1531
"['', 'palestinians', 'decorate', 'tents', 'celebration', 'ramadan']",palestinians decorate tents celebration ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['palestinians', 'gather', 'iftar', 'al-shujaiya', 'neighborhood', 'gaza', 'first', 'day', 'ramadan']",palestinians gather iftar al-shujaiya neighborhood gaza first day ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['palestinians', 'gaza', 'put', 'fire', 'show', 'children', 'make', 'smile', 'ramadan']",palestinians gaza put fire show children make smile ramadan,positive,"{'neg': 0.202, 'neu': 0.588, 'pos': 0.21, 'compound': 0.0258}",0.202,0.588,0.21,0.0258
"['', 'palestinians', 'organize', 'communal', 'iftar', 'first', 'day', 'blessed', 'month', 'ramadan']",palestinians organize communal iftar first day blessed month ramadan,positive,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5994}",0.0,0.672,0.328,0.5994
"['palestinians', 'start', 'punching', 'mass', 'brawl', 'ramadan', 'judea', 'samaria', 'west', 'bank']",palestinians start punching mass brawl ramadan judea samaria west bank,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['', 'palestinians', 'trying', 'get', 'iftar', 'meal', 'ramadan', 'israel', 'continues', 'close', 'crossings', 'prevent', 'aid', 'entering', 'gaza']",palestinians trying get iftar meal ramadan israel continues close crossings prevent aid entering gaza,positive,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.0258}",0.0,0.922,0.078,0.0258
"['parliament', 'holds', 'ramadan', 'event', 'keir', 'starmer', 'best', 'sucks', 'islam', 'caution', 'sick', 'bucket', 'maybe', 'required']",parliament holds ramadan event keir starmer best sucks islam caution sick bucket maybe required,negative,"{'neg': 0.276, 'neu': 0.524, 'pos': 0.2, 'compound': -0.1531}",0.276,0.524,0.2,-0.1531
"['past', 'mistakes', 'define', 'ramadan', 'reminder', 'every', 'day', 'chance', 'start']",past mistakes define ramadan reminder every day chance start,negative,"{'neg': 0.217, 'neu': 0.609, 'pos': 0.174, 'compound': -0.128}",0.217,0.609,0.174,-0.128
"['patient', 'ash', 'wednesday', 'prime', 'minster', 'posted', 'message', 'season', 'lent', 'yesterday', 'fawning', 'ramadan', 'traitor']",patient ash wednesday prime minster posted message season lent yesterday fawning ramadan traitor,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['peaceful', 'crowd', 'ramadan', 'jerusalem']",peaceful crowd ramadan jerusalem,positive,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4939}",0.0,0.484,0.516,0.4939
"['people', 'left', '', 'allah', 'stays', '', 'alhamdulillah', '', 'happy', 'ramadan', 'day', '', 'good', 'morning']",people left allah stays alhamdulillah happy ramadan day good morning,positive,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.765}",0.0,0.548,0.452,0.765
"['performing', 'umrah', 'ramadan', 'priceless', 'opportunity', 'spiritual', 'closeness', 'multiplied', 'rewards', 'countless', 'blessings', 'makkah and madinah eagerly await you', 'ease and tranquility']",performing umrah ramadan priceless opportunity spiritual closeness multiplied rewards countless blessings makkah and madinah eagerly await you ease and tranquility,positive,"{'neg': 0.0, 'neu': 0.41, 'pos': 0.59, 'compound': 0.9493}",0.0,0.41,0.59,0.9493
"['play', 'paused', 'man', 'united', 'vs', 'arsenal', 'allow', 'noussair', 'mazraoui', 'players', 'observing', 'ramadan', 'break', 'fasts']",play paused man united vs arsenal allow noussair mazraoui players observing ramadan break fasts,positive,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7269}",0.0,0.608,0.392,0.7269
"['playing', 'repo', 'first', 'time', 'tonight', 'd', 'may', 'monster', 'hunter', 'wilds', 'chat', 'y all', 'might ve', 'cooked', 'telling', 'keep', 'make', 'style', 'love', 'live']",playing repo first time tonight d may monster hunter wilds chat y all might ve cooked telling keep make style love live,positive,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7184}",0.0,0.769,0.231,0.7184
"['pm', 'anwar', 'ibrahim', 'says', 'government', 'events', 'held', 'modestly', 'ramadan', 'reflecting', 'spirit', 'holy', 'month', 'instance', 'beautifully', 'designed', 'packaging', 'may', 'cost', 'contents', 'dates', 'wastage', 'says', 'pm']",pm anwar ibrahim says government events held modestly ramadan reflecting spirit holy month instance beautifully designed packaging may cost contents dates wastage says pm,positive,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.6597}",0.0,0.803,0.197,0.6597
"['point', 'ramadan', 'would', 'willingly', 'starve', '']",point ramadan would willingly starve,negative,"{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}",0.42,0.58,0.0,-0.4404
"['poor', 'gazans', 'starving', 'ramadan']",poor gazans starving ramadan,negative,"{'neg': 0.747, 'neu': 0.253, 'pos': 0.0, 'compound': -0.7096}",0.747,0.253,0.0,-0.7096
"['post', 'every', 'ramadan']",post every ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['pov', 'ramadan', 'norway']",pov ramadan norway,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['practice', 'healthy', 'fasting', 'ramadan']",practice healthy fasting ramadan,positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.0,0.526,0.474,0.4019
"['praying', 'tahajjud', 'suhur', 'life', 'hack', 'ramadan', 'even', 'stand', 'allah', 'problems', 'prayers', 'aspirations', 'pray', 'anything', 'firm', 'belief', 'wallahi', 'shall', 'witness', 'miracles', 'act', 'ibadah']",praying tahajjud suhur life hack ramadan even stand allah problems prayers aspirations pray anything firm belief wallahi shall witness miracles act ibadah,positive,"{'neg': 0.102, 'neu': 0.717, 'pos': 0.181, 'compound': 0.2732}",0.102,0.717,0.181,0.2732
"['preparation', 'ramadan', 'new', 'carpets', 'placed', 'rawdah']",preparation ramadan new carpets placed rawdah,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['president', 'tinubu', 'son', 'seyi', 'receives', 'praise', 'joining', 'muslim', 'faithful', 'breaking', 'fast', 'ramadan', 'kano']",president tinubu son seyi receives praise joining muslim faithful breaking fast ramadan kano,positive,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7579}",0.0,0.629,0.371,0.7579
"['president', 'zelensky', 'shares', 'breakfast', '', 'muslims', 'soldiers', 'ramadan']",president zelensky shares breakfast muslims soldiers ramadan,positive,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}",0.0,0.732,0.268,0.296
"['prime', 'mister', 'anthony', 'albanese', 'christmas', 'tweet', 'vs', 'ramadan', 'essay', 'keep', 'voting', 'man']",prime mister anthony albanese christmas tweet vs ramadan essay keep voting man,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['proud', 'join', 'international', 'mission', 'relief', 'ramadan', 'thousands', 'gaza', 'syria', 'beyond', 'struggle', 'hunger', 'donation', 'provide', 'food', 'water', 'essentials', 'need', 'donate']",proud join international mission relief ramadan thousands gaza syria beyond struggle hunger donation provide food water essentials need donate,positive,"{'neg': 0.161, 'neu': 0.524, 'pos': 0.315, 'compound': 0.6249}",0.161,0.524,0.315,0.6249
"['quiz', 'time', 'maximum', 'number', 'days', 'ramadan']",quiz time maximum number days ramadan,positive,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0,0.794,0.206,0.0772
"['qur anic', 'verse', 'prescribes', 'fasting', 'ramad n']",qur anic verse prescribes fasting ramad n,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['quran', 'ramadan', 'million', 'hasanat', 'donate', 'account']",quran ramadan million hasanat donate account,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
